timestamp,gimbal_position_deg,gimbal_speed_hz,wheel_speed_hz,wheel_accel_rad_s2,tmp_bot_C,tmp_top_C,cur_3v3_A,cur_5V_A,vol_3v3_V,vol_5V_V
5/29/2025 1:29,233.009,0,143.82,47.299,26.5,26.5,0.095,0.421,3.257,4.947
5/29/2025 1:29,233.322,0,142.95,21.662,26.4,26.5,0.096,0.501,3.257,4.94
5/29/2025 1:29,233.284,0,143.48,42.722,26.5,26.4,0.094,0.499,3.256,4.936
5/29/2025 1:29,233.053,0,142.25,-10.061,26.4,26.4,0.097,0.431,3.257,4.949
5/29/2025 1:29,233.344,0,142.3,-12.202,26.6,26.4,0.099,0.392,3.257,4.955
5/29/2025 1:29,233.306,0,143.08,18.308,26.4,26.4,0.095,0.438,3.257,4.951
5/29/2025 1:29,233.366,0,142.38,-7.9307,26.5,26.5,0.096,0.502,3.256,4.94
5/29/2025 1:29,233.514,0,142.47,-1.8245,26.4,26.5,0.098,0.44,3.256,4.947
5/29/2025 1:29,233.553,0,143.3,37.839,26.4,26.5,0.096,0.457,3.256,4.946
5/29/2025 1:29,233.597,0,142.13,-9.4599,26.4,26.4,0.093,0.428,3.256,4.949
5/29/2025 1:29,233.663,0,143.65,45.158,26.4,26.4,0.098,0.416,3.257,4.953
5/29/2025 1:29,233.41,0,142.82,10.367,26.4,26.4,0.094,0.425,3.259,4.957
5/29/2025 1:30,233.284,0,142.21,-13.119,26.4,26.4,0.095,0.45,3.257,4.949
5/29/2025 1:30,233.262,0,142.38,-6.4015,26.4,26.4,0.098,0.48,3.257,4.944
5/29/2025 1:30,233.218,0,142.3,-9.154,26.4,26.4,0.092,0.476,3.257,4.947
5/29/2025 1:30,233.388,0,142.73,11.59,26.4,26.5,0.095,0.447,3.257,4.953
5/29/2025 1:30,233.789,0.001,143.21,33.262,26.5,26.4,0.098,0.499,3.256,4.944
5/29/2025 1:30,233.663,0.001,142.08,-10.061,26.5,26.4,0.096,0.455,3.257,4.953
5/29/2025 1:30,233.344,0,142.25,-6.7073,26.4,26.5,0.096,0.479,3.257,4.951
5/29/2025 1:30,233.427,0,143.91,53.395,26.5,26.4,0.096,0.47,3.257,4.949
5/29/2025 1:30,233.41,0,142.95,14.638,26.5,26.4,0.096,0.48,3.256,4.946
5/29/2025 1:30,233.322,0,142.21,-17.085,26.2,26.4,0.095,0.489,3.256,4.94
5/29/2025 1:30,233.388,0,142.47,-3.3537,26.5,26.4,0.09,0.483,3.256,4.947
5/29/2025 1:30,233.344,0,142.21,-14.343,26.5,26.5,0.096,0.439,3.259,4.953
5/29/2025 1:30,233.536,0,142.17,-16.473,26.5,26.5,0.096,0.438,3.257,4.953
5/29/2025 1:30,233.135,0,143.48,39.664,26.5,26.3,0.088,0.423,3.257,4.958
5/29/2025 1:30,233.075,0,142.13,-16.779,26.4,26.5,0.095,0.487,3.257,4.947
5/29/2025 1:30,233.075,0,142.25,-5.1781,26.5,26.4,0.096,0.465,3.257,4.949
5/29/2025 1:30,233.322,0,142.25,-8.5424,26.4,26.4,0.098,0.431,3.257,4.955
